Work ID,Publishing Name,Singer,Title,Composer,Genre,Label Musik,Share Composer,Share Publishing,ISRC,Release Year,Youtube link (if Any)
JQcom201,JQ Composey,D'Kasta,Move On,Deden Kuswandi,Pop,BIG Records,50,50,,2021,
JQcom202,JQ Composey,Vici,10 Mei ( Lockdown Music LIve ),Dian Haryana,Pop,BIG Records,50,50,,2021,
JQcom203,JQ Composey,Aji Devanka,Tak Mau Berpisah,Setia Aji,Pop,BIG Records,50,50,,2021,
JQcom204,JQ Composey,Hue,Shadow,"Tri Satya Arief, Zakarias Topuh",Pop,BIG Records,25,50,,2021,https://youtu.be/0Uo95OTMrOk?si=M7Frty10OuBqexaU
JQcom205,JQ Composey,Anjas Kumara,Broken,"Fauzan Hermawan, Mohammad Fitrah Umami, Septa Graha, Lukman Nulkarim",Pop,BIG Records,12.5,50,,2021,https://youtu.be/3qEWpYOHuh8?si=lj6EHs_Lwwz_almd
JQcom206,JQ Composey,Kamar Jiwa,Nusantara,"Fauzan Hermawan, Mohammad Fitrah Umami",Pop,BIG Records,25,50,,2021,https://www.youtube.com/watch?v=JZRb40EIgtU
JQcom207,JQ Composey,Harum Dalila,Semua Di Indonesia,Pahmi Lubis,Pop,BIG Records,50,50,,2021,https://www.youtube.com/watch?v=KKaz1HbVVHY
JQcom208,JQ Composey,Oviecesta,Be My Partner,Andri Rohdiana,Pop,BIG Records,50,50,,2021,https://www.youtube.com/watch?v=VfVNrAT_MHU
JQcom209,JQ Composey,Oviecesta,Ada Aku,Moch. Shovie Vicesta,Pop,BIG Records,50,50,,2021,https://youtu.be/EWw2PbNY8wM?si=NQUN-k4iB_qFIDop
JQcom210,JQ Composey,Kamar Jiwa,Coming Home,"Fauzan Hermawan, Mohammad Fitrah Umami",Pop,BIG Records,25,50,,2021,https://www.youtube.com/watch?v=l9EXtJT1YOA
JQcom211,JQ Composey,Oviecesta,Bahagia Melepasmu,"Moch. Shovie Vicesta, Andri Rohdiana",Pop,BIG Records,50,50,,2021,https://www.youtube.com/watch?v=S-JpAu65ADs
JQcom212,JQ Composey,Sunu Prasasti,Butterfly,Sunu Prasasti,Pop,BIG Records,25,50,,2021,https://youtu.be/67cDi62d4lM?si=5N0OCaPj_7jaALWw
JQcom213,JQ Composey,Kamar Jiwa,Terlahir Juara,"Fauzan Hermawan, Mohammad Fitrah Umami",Pop,BIG Records,25,50,,2021,https://youtu.be/PwzEfN_A4AY?si=5M_Iq6KhDBIcAfjL
JQcom214,JQ Composey,Oviecesta,Ada Aku ( Acoustic Version ),Moch. Shovie Vicesta,Pop,BIG Records,50,50,,2021,https://www.youtube.com/watch?v=3ajrSMiyh3I
JQcom215,JQ Composey,Deva Doremiva,Aku,Mohammad Fitrah Umami,Pop,BIG Records,50,50,,2021,https://youtu.be/-PlZKggvpOk?si=pS6LAnhq4opNmO3n
JQcom216,JQ Composey,Without Name,BIG MAN,Taufan Firmawan,Pop,BIG Records,50,50,,2021,https://youtu.be/Z5UV2chsT5Q?si=eQoyYYJXztEk6vro
JQcom217,JQ Composey,Without Name,Melangkah,Taufan Firmawan,Pop,BIG Records,50,50,,2021,https://youtu.be/pYjHekK8SrU?si=MVAbY76Ik8bxyeb5
JQcom218,JQ Composey,Without Name,Shut Up,Taufan Firmawan,Pop,BIG Records,50,50,,2021,https://youtu.be/ITNWUf8vZOQ?si=tyu7jsPbdUDiHiwO
JQcom219,JQ Composey,Without Name,To Change Strif Strungle,Taufan Firmawan,Pop,BIG Records,50,50,,2021,https://www.youtube.com/watch?v=7pGm1jCkm0s
JQcom220,JQ Composey,Without Name,Wanita Berwajah Dua,Taufan Firmawan,Pop,BIG Records,50,50,,2021,https://youtu.be/pMQ5Ty0KdJc?si=HLrAK_xVPtx97ovi
JQcom221,JQ Composey,Hue,Haunted,"Tri Satya Arief, Denis Bagus Wicaksono, Sabrina Dwi Ananda, Zakarias Topuh,Perianus Gea",Rock,BIG Records,10,50,,2021,https://youtu.be/xubW9O5jOM8?si=ZgEJm_kbHcevuQV3
JQcom222,JQ Composey,Rini Rey,Perih,Oktora Ananta & Bangkit Suharja,POP,BIG Records,25,50,,2021,https://www.youtube.com/watch?v=fQJC0tdTnoc
JQcom223,JQ Composey,Fajar Rain,Tanpa Jejak,Fajar Kuspermana,POP,BIG Records,50,50,,2021,https://www.youtube.com/watch?v=SKXOMGoENxs
JQcom224,JQ Composey,Ramon Ngiler fear Khanza,Dont Take My Home,Muhammad Ramonsyah,POP,BIG Records,50,50,,2021,
JQcom225,JQ Composey,Kamar Jiwa,Tumbuh untuk seribu,"Fauzan Hermawan, Mohammad Fitrah Umami",POP,BIG Records,25,50,,2021,https://www.youtube.com/watch?v=l9EXtJT1YOA
JQcom226,JQ Composey,Andri Saputra,Samawa,Andri Saputra,POP,BIG Records,50,50,,2022,https://youtu.be/3oME80MMXZM?si=69bFqEG6erheSFiY
JQcom227,JQ Composey,Kamar Jiwa,Asmaradhana,"Fauzan Hermawan, Mohammad Fitrah Umami",POP,BIG Records,25,50,,2022,https://youtu.be/X31_TJpN81A?si=SuGz11XxMmGwM54G
JQcom228,JQ Composey,Sahat Siregar,Semua Tentangmu,Sahat Siregar,POP,BIG Records,50,50,,2022,https://www.youtube.com/watch?v=kfhVzP5r6Oc
JQcom229,JQ Composey,Ramadhona,tinggal kegersangan,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom230,JQ Composey,Maya Ulfasari,jangan sampai terlambat,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom231,JQ Composey,Fadiah Dini,jangan sampai berubah,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom232,JQ Composey,caaicaak,karena hutanku,Pahmi Lubis,POP,BIG Records,50,50,,2021,
JQcom233,JQ Composey,Candra Ragil,save our forest,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom234,JQ Composey,Moranda Dalimunthe,semua jadi bencana,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom235,JQ Composey,rina,jangan ubah hutanku,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom236,JQ Composey,Pahmi Ivan Lubis,save our forest save our climate,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom237,JQ Composey,Rimansyah Pandia,Keindahan di Negri ini,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom238,JQ Composey,Fahmi Junior 1,Mereka Salah Apa,Pahmi Lubis,POP,Norton Records,50,50,,2021,
JQcom239,JQ Composey,fajar Sidiq,Lukisan Hutan,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom240,JQ Composey,anggi suciriani,Disini Aku Damai,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom241,JQ Composey,farhan hadi,Save My Forest,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom242,JQ Composey,imonk (Irma Hartini),Jangan rusak hutanku,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom243,JQ Composey,iqbal irvana,kemana hutanku,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom244,JQ Composey,rega,akankah hilang hutanku,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom245,JQ Composey,nio,hutan pagi ini,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom246,JQ Composey,omen (Wanwan Kurnia),hutan tinggal mimpi,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom247,JQ Composey,yasbih,jaga hutan ini hei,Muhammad Ramonsyah,POP,Norton Records,50,50,,2021,
JQcom248,JQ Composey,Nami,Tara Lana (Hanya Singgah),Kiki Iriyana,POP,BIG Records,50,50,,2022,https://youtu.be/oJm1YeXWkh8?si=eKd5aVvJNL15KiXF
JQcom249,JQ Composey,Fadhel Muzar,Today,Fadhel Muzar Saktian,POP,BIG Records,50,50,,2022,https://youtu.be/sGjEcfMKync?si=heyLYz0jKy4VjjUA
JQcom250,JQ Composey,Story Mother Day,Selalu Bersama,"Ronnie Gunawan, Harry Zachary, Andri Rohim",Pop Rock,BIG Records,50,50,,2022,https://youtu.be/AIx2WGinWYc?si=qX2Bj33LJpofJWwk
JQcom251,JQ Composey,Fajar Rain,Ramadhan,Fajar Kuspermana,Religi Muslim,BIG Records,16.66,50,,2022,https://youtu.be/PFVKR72FHAM?si=fHHsB2eIiqfbNyMc
JQcom252,JQ Composey,Pelangi Pasaribu,Seperti Pelangi (Untukmu Mamah),Muhammad Ramonsyah,Children,BIG Records,50,50,,2022,
JQcom253,JQ Composey,Pelangi Pasaribu,I'm Like A Barbie Doll,Muhammad Ramonsyah,Children,BIG Records,50,50,,2022,
JQcom254,JQ Composey,Joe Marnio,Takdirmu Bersamanya,Arif Apriliadi,POP,Norton Records,50,50,,2022,
JQcom255,JQ Composey,Agung Aska,Selalu Ada,Arif Apriliadi,POP,Norton Records,50,50,,2022,
JQcom256,JQ Composey,Galank,Perpisahan Kita,Arif Apriliadi,POP,Norton Records,50,50,,2022,
JQcom257,JQ Composey,Nowadays Erase,Take It Easy,Zihan Tambunan,Electro Pop,BIG Records,50,50,,2022,https://youtu.be/pmIAJwqRzGE?si=HwlLA6BJ_DrZ54Op
JQcom258,JQ Composey,Hue,Strangers,"Tri Satya Arief, Zakarias Topuh",Rock,BIG Records,25,50,,2022,https://youtu.be/ZOJ6XylZ2P4?si=KK1OWUksKKZ_cmLE
JQcom259,JQ Composey,Harris Marchiano,Aku Yang Salah,Arif Apriliadi,POP,Norton Records,50,50,,2022,
JQcom260,JQ Composey,Nowedays Erase,December,Josua Binoto Hamonangan,Electro Pop,BIG Records,50,50,,2022,https://youtu.be/ZHSiCJ7Ikl8?si=NmkycljO9h0vLp-7
JQcom261,JQ Composey,Y.A.W,Don't Let GO,Yafet Ari Wijaya,Bedroom Pop,BIG Records,50,50,,2022,https://youtu.be/89RRpkH58sE?si=uu1mr_Uz9uxSbBfs
JQcom262,JQ Composey,Nowadays Erase,Love for Evermore,Zihan Parsaoran,Electro Pop,BIG Records,50,50,,2022,https://youtu.be/BVvBebOFGVM?si=JevDkHSdxQE6YZhi
JQcom263,JQ Composey,R-Pro,Cyberspace,"Jaenudin Muslim, Eka Putra Pratama, Febrian Andriansyah, Aditya Gustira Pratama",,BIG Records,12.5,50,,2022,https://youtu.be/2YoU9APYJ58?si=9qykb72X7PUPf6y3
JQcom264,JQ Composey,Kamar Jiwa,Akar,Fauzan hermawan dan mohammad firtah umami,pop,BIG Records,25,50,,2022,https://youtu.be/E8SD5bNfXY0?si=57-MWN-PbSKbUoGI
JQcom265,JQ Composey,Vikry Satria Nugraha,Pelangi,Vikry Satria Nugraha,,BIG Records,50,50,,2022,https://youtu.be/gWPtVwo0CJo?si=xvFK_uEoNBJ99LgB
JQcom266,JQ Composey,R-Pro,Blue,Jaenudin Muslim,Electro Pop,BIG Records,50,50,,2022,https://youtu.be/RE34D0qnBJg?si=Q9gd5a21OsbkzPmW
JQcom267,JQ Composey,Nowadays Erase,Tatap Terindah,Zihan Tambunan / Zihan Parsaoran,Electro Pop,BIG Records,50,50,,2022,https://youtu.be/KREAznU75Ao?si=StHjo8iDtSbhv493
JQcom268,JQ Composey,Fadhel Muzar Feat. Euodia Nathania,Here For You,Fadhel Muzar Saktian,,BIG Records,50,50,,2022,https://youtu.be/Of3WCTxzIsI?si=sP3LmGmSqTWgbmPE
JQcom269,JQ Composey,Joe Marino & Harris Marchiano,Belahan Cinta Dunia,Isra Ruddin,,Norton Records,50,50,,2022,
JQcom270,JQ Composey,Fauzan,Hidup Dan Matiku Untukmu,Arif Apriliadi,Pop,Norton Records,50,50,,2022,
JQcom271,JQ Composey,Firmansyah,Terulang Kembali,Dwi Firmansyah,Pop,Norton Records,50,50,,2022,
JQcom272,JQ Composey,Firmansyah,Satu Mimpi,Dwi Firmansyah,Pop,Norton Records,50,50,,2022,
JQcom273,JQ Composey,The Fit,Salahku,Irvan & Catra Krisandi Imanuel,Pop,Norton Records,50,50,,2022,
JQcom274,JQ Composey,The Fit,Jatuh Cinta Lagi,Irvan & Catra Krisandi Imanuel,Pop,Norton Records,50,50,,2022,
JQcom275,JQ Composey,The Fit,Please Be Mine,Irvan & Catra Krisandi Imanuel,Pop,Norton Records,50,50,,2022,
JQcom276,JQ Composey,Kamar Jiwa,Bersamamu Aku Bahagia,Mohammad Fitrah umami,pop,BIG Records,50,50,,2022,https://youtu.be/kMTdMhWF1b4?si=QeG39-ZVDrHdDr3P
JQcom277,JQ Composey,R-Pro,Anomaly,Febrian Andriansyah,Electro Pop,BIG Records,50,50,,2022,https://youtu.be/g9Fj2v5edrY?si=SGcvnRGU9S65t68D
JQcom278,JQ Composey,Y.A.W,Crush,Yafet Ari Wijaya,Electro Pop,BIG Records,50,50,,2022,https://youtu.be/qlfUHktaJVY?si=m-ZfHzCQ6RJ3f1EK
JQcom279,JQ Composey,Nowadays Erase,No One,Josua Binoto Hamonangan,Pop,BIG Records,50,50,,2023,https://youtu.be/F4rALV2EvXU?si=TWEWgYoS8xAF_qEw
JQcom280,JQ Composey,Y.A.W,Happy Birthday,Yafet Ari Wijaya,Pop,BIG Records,50,50,,2023,https://youtu.be/4TPVVJR2N6E?si=YePo6TUHy0CYBBec
JQcom281,JQ Composey,Vikry Satria Nugraha,Lara Menyapa,Vicky Satria Nugraha,Pop,BIG Records,50,50,,2023,https://youtu.be/KwDTcA_GSGQ?si=TmUoR1DHffGv_P7S
JQcom282,JQ Composey,R-Pro,Rotten Apple,Aditya Gustira Pratama,Pop,BIG Records,50,50,,2023,https://youtu.be/_jsX-oRgTN8?si=c9yuGwG45Bun0whS
JQcom283,JQ Composey,Arialsays,Enigma,"Ilham Noor Wijaya, Hardianto Nugroho, Gilang Idham Ibrahim",Pop,BIG Records,16.66,50,,2023,https://youtu.be/O6cejtZI8Qo?si=qmg2K4RsO3rd6bnU
JQcom284,JQ Composey,R-Pro,Clamsy Girls,Febrian Andriansyah,Indie Pop,BIG Records,50,50,,2023,https://youtu.be/axjExwwb6oU?si=hducK0WfvV0N-8mP
JQcom285,JQ Composey,Dizi,The Funniest are The Saddest,Dani Aprian,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/GMJf6CPSd9s?si=IaybpTQo2r3xJs1C
JQcom286,JQ Composey,Vikry Satria Nugraha,Kelam Kujalani,Vikri Satria Nugraha,Pop,BIG Records,50,50,,2023,https://youtu.be/K-n1kdwdZlU?si=JH8ZETHVHZIyEcqc
JQcom287,JQ Composey,Y.A.W,Selesai,Yafet Ari Wijaya,Pop,BIG Records,50,50,,2023,https://youtu.be/efr72UeeDwU?si=-ABv9QGa2094EFg1
JQcom288,JQ Composey,Arialsays,Derana,"Ilham Noor Wijaya, Hardianto Nugroho, Gilang Idham Ibrahim",Pop Indie,BIG Records,16.66,50,,2023,https://youtu.be/ea4b0AKHWO4?si=rgsEbMwwhmD0pFFL
JQcom289,JQ Composey,Dizi,Hopeles Romantics,Dani Aprian,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/Oa9sWpmfgHQ?si=TKao98tTeAJjNaIq
JQcom290,JQ Composey,Sunu Prasasti,Seakan,Sunu Prasasti,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/Mv3P7CSbRo8?si=imkSoi5ft4AuKc10
JQcom291,JQ Composey,Twonda,Yang Terakhir,Dika Kusumah Nugraha,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/hEZekH9VMkQ?si=FoB0v-W3jukcihcB
JQcom292,JQ Composey,Arialsays,Senda Gurau Dunia,"Ilham Noor Wijaya, Hardianto Nugroho, Gilang Idham Ibrahim",Pop Indie,BIG Records,16.66,50,,2023,https://youtu.be/MCpHJmC49iA?si=yBzXlL9uGt5pBBE0
JQcom293,JQ Composey,Fadhel Muzar,Datang Dan Menghilang,Fadhel Muzar ,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/Dw_P26TRlpg?si=82oMKcgaL2k91Dt7
JQcom294,JQ Composey,R-Pro,Voitu A Cod,Eka Putra Pratama,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/xOO_4WAlHSM?si=3OyYTOXoukrmlEpX
JQcom295,JQ Composey,Y.A.W Feat Yafet Kiki,Perankan Dirimu,Yafet Ari Wijaya,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/IE0hwdDMsiI?si=tRUgYbkNROr0h3M7
JQcom296,JQ Composey,Arialsays,For You,"Ilham Noor Wijaya, Hardianto Nugroho, Gilang Idham Ibrahim",Pop Indie,BIG Records,16.66,50,,2023,https://youtu.be/7Rj5ILqTDJo?si=O89brBDxv2pB53wc
JQcom297,JQ Composey,Dizi,Seakan Baik Baik Saja,Dani Aprian,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/Cv3dPvDXDgA?si=x76wGIJQ8_6mSoM6
JQcom298,JQ Composey,Foodomore,Hello Radio,MIKHAEL MESTRO MS,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/MMLpbh5I8aA?si=Yzx4pi1nOeNwLxwF
JQcom299,JQ Composey,Foodomore,Lihat,MIKHAEL MESTRO MS,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/ytpiGzjFYiU?si=1sMbxgsxn1Uzxjrc
JQcom300,JQ Composey,Foodomore,Adinda,"Yulius Aprianto, JOHN RINSON NICOLAUS, ANDHIKA PUDI SISWANTO, SAGIT HARIAJI, Sunu Prasasti",Pop Indie,BIG Records,10,50,,2023,https://youtu.be/qvEQLpHuU1Q?si=_txOB4le-wA0STec
JQcom301,JQ Composey,Foodomore,More Than This !,Yulius Aprianto,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/93zgEtA6mUc?si=FW6Fcb-hmLPvIiue
JQcom302,JQ Composey,Foodomore,Aku Dan Kamu,MIKHAEL MESTRO MS,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/73rUyV5fD_I?si=7Q5xFAuJFNLH32Yg
JQcom303,JQ Composey,Foodomore,Bulan,MIKHAEL MESTRO MS,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/y2XlZlCniIM?si=_Ay90gh-vhTTFu0t
JQcom304,JQ Composey,Foodomore,Would You Be,MIKHAEL MESTRO MS,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/Pe8XlfVxhVQ?si=fKb9FK0vnp9ZRuKS
JQcom305,JQ Composey,Foodomore,Happy Valentine Nona,MIKHAEL MESTRO MS,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/OEvT__k62r8?si=UnegMGqYsTWLAy66
JQcom306,JQ Composey,Foodomore,Lost And Found,Yulius Aprianto,Pop Indie,BIG Records,50,50,,2023,https://youtu.be/wHDmbuBaguc?si=foy4Ypw6n1Annvea
JQcom307,JQ Composey,Foodomore,Gone,"Yulius Aprianto, Mikhael Mestro MS",Pop Indie,BIG Records,25,50,,2023,https://youtu.be/2aMBj6WXbbs?si=CTbTzZCYrdCPYv8n
JQcom308,JQ Composey,Flypay,Kelabu Membiru,"Muhammad Rifal Wahyudi, Repriyanto, Muhamad Ridwan",Pop Indie,BIG Records,16.66,50,,2024,https://youtu.be/g-2qhu3hcOg?si=4iyZS1a3Olru9YSO
JQcom309,JQ Composey,Y.A.W,Reliazed,Yafet Ari Wijaya,POP,BIG Records,50,50,,2024,https://youtu.be/jzyrIPd79dk?si=Q8YVFF2rV5O7cr8o
JQcom310,JQ Composey,R-Pro,Nefarious,Febrian Andriansyah,POP,BIG Records,50,50,,2024,https://youtu.be/-BplI3xV020?si=R72Y519qaJ-B2M5m
JQcom311,JQ Composey,Cev Kevin,Sejati Tak Abadi,"Acep Solihin, Sunu Prasasti",POP,BIG Records,25,50,,2024,https://youtu.be/b_4IGZg9_nE?si=1Lvvx96iD6-6xIB9
JQcom312,JQ Composey,Thursday Evening,HIATUS,Firtiana Sri Rahayu,POP,BIG Records,50,50,,2024,https://youtu.be/6WRe19Wz7Y8?si=0_S_l3kf-25BaDtz
JQcom313,JQ Composey,Cev Kevin,Selamat Lebaran,"Acep Solihin, Sunu Prasasti",POP,BIG Records,25,50,,2024,https://youtu.be/RQIL7jkiAVs?si=sMZMH1PqzCIFE2Hd
JQcom314,JQ Composey,Senduriang,Kepada Sendu,"Herman, Yoga Unggul Pratama ",POP,BIG Records,25,50,,2024,https://youtu.be/W1ZL1mVjrf8?si=tmsAWOQ9lFXIb_lA
JQcom315,JQ Composey,Icmi,Pergi Bersama Luka,Deri Rivana,POP,BIG Records,50,50,,2024,https://youtu.be/OhwmVl7yV8Q?si=NAZkvWfjn5um51iR
JQcom316,JQ Composey,Dizi,Miracle,Dani Aprian,POP,BIG Records,50,50,,2024,https://youtu.be/nYSHV8XHiYs?si=SzFdM26P0R6fOsjO
JQcom317,JQ Composey,Uut Selly,Gondes Kechu,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom318,JQ Composey,Elinsia Tahana Prananti,Permata Indonesia,Anton Sugiharto,Dangdut,Norton Records,50,50,,2024,
JQcom319,JQ Composey,FENIA,SANG SAKA,Anton Sugiharto,Dangdut,Norton Records,50,50,,2024,
JQcom320,JQ Composey,Vera Pantura,Ora Mangan Cinta,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom321,JQ Composey,Nana,AKU TULANG RUSUK DUDU TULANG PUNGGUNG,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom322,JQ Composey,BERLIAN,KARANGAN BUNGA DINGGO MANTAN,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom323,JQ Composey,Vera Pantura,Nagih Utang,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom324,JQ Composey,Uut Selly,Korban Biduan,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom325,JQ Composey,Risma Pratiwi,Janda Semakin Di Depan,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom326,JQ Composey,Vera Pantura,Jadikan Dia Milikku,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom327,JQ Composey,Vera Pantura,Sayang Koe Ra Perasaan,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom328,JQ Composey,R2FAPS,Perankan Dirimu Cover,Yafet Ari Wijaya,Pop,Norton Records,50,50,,2024,
JQcom329,JQ Composey,Rhisma Pertiwi,Sing Tak Tresni,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom330,JQ Composey,Uut Selly,Aku Trimo,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom331,JQ Composey,Fenia,Bukan Aku Yang Terbaik Untukmu,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom332,JQ Composey,Desy Puspita,Setetes Air dan Seluas Senyuman,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom333,JQ Composey,Uut Selly,Dulu Sayang Kini Mantan,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom334,JQ Composey,Fenia,Cinta Terpendam,Anton Sugiharto,Dangdut,Manis Musik,50,50,,2024,
JQcom335,JQ Composey,Ceh Kevin,Allahuma labaik,"Isra Ruddin , Sunu Prasasti",Religi,BIG Records,25,50,,2024,https://youtu.be/pgaCLFPEPXw?si=cFGjs-BtQWHozP9D
JQcom336,JQ Composey,Farhan Hafizhan,Twenty Five,Farhan Hafizhan,Pop,BIG Records,50,50,,2024,https://youtu.be/D4JDmT2GUNo?si=eYXdvE65H3UyJIrW
JQcom337,JQ Composey,Dimas Witjak ,Beruntung,Dimas Wicaksono,Pop,BIG Records,50,50,,2024,https://youtu.be/_5QmqVZy3VU?si=XmVcarUyQL2SoQnu
JQcom338,JQ Composey,R-Pro,Cloudburst,Febrian Adriansyah,Pop,BIG Records,50,50,,2024,https://youtu.be/lR1pHL73dGY?si=VOPeYxBnx1FcxbYq
JQcom339,JQ Composey,R-pro,Selaksa,Febrian Adriansyah,Pop,BIG Records,50,50,,2024,https://youtu.be/7e1Sqf4cPDQ?si=Jyj8jL35SY0eem5s
JQcom340,JQ Composey,Foodomore,Teduh,"Yulius Aprianto, JOHN RINSON NICOLAUS, ANDHIKA PUDI SISWANTO, SAGIT HARIAJI, Sunu Prasasti",Pop,BIG Records,10,50,,2024,https://youtu.be/1wHBcv8614Y?si=_fifOmr9wo97oHXu
JQcom341,JQ Composey,Samaria,Mohon Maaf Sebelumnya,Yafet Ari Wijaya,Alternative,BIG Records,50,50,,2024,https://youtu.be/ajDnBJziWXE?si=SpL6kG0f1f4aLd-r
JQcom342,JQ Composey,N2W Project,AKHIR CERITA DI KOTA JOGJA,Anton Sugiharto,Pop,Norton Records,50,50,,2024,
JQcom343,JQ Composey,N2W Project,Ketika Dia Datang,Anton Sugiharto,Pop,Norton Records,50,50,,2024,
JQcom344,JQ Composey,N2W Project,Selalu Setia Disini,Anton Sugiharto,Pop,Norton Records,50,50,,2024,
JQcom345,JQ Composey,N2W Project,Menjadi Kenangan,Anton Sugiharto,Pop,Norton Records,50,50,,2024,
JQcom346,JQ Composey,Dinda Kelani,Imitasi,Anton Sugiharto,Pop,Manis Musik,50,50,,2024,https://youtu.be/zTkGTR63Vwc?si=M18XAeKcvSORy_1R
JQcom347,JQ Composey,Sirkadia,Terkunci,"Aqbil Bani Mutsla , Rangga Nugraha",Pop,BIG Records,25,50,,2024,https://youtu.be/LOVXvKJsBWw?si=xQfBe3FBtJf9Rm_w
JQcom348,JQ Composey,Twonda,Pelengkap Hati,Dika Kusumah Nugraha,Pop,BIG Records,50,50,,2024,https://youtu.be/kGFT4YROfPM?si=FQXSnNsVSvhKU5Xw
JQcom349,JQ Composey,Dimas Witjak,Dalam Asmara,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/SNzEeME0kA4?si=NAUFD7w1XUC-ZzWO
JQcom350,JQ Composey,Dimas Witjak,Di Palestina,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/0X2jL2CAcOE?si=TGTn0Vms9gmJvU14
JQcom351,JQ Composey,Dimas Witjak,Karena,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/wpBQSNa-41M?si=gF_glIgZnIi_XV-n
JQcom352,JQ Composey,Dimas Witjak,Harusnya,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/CqyPlGP1znY?si=Q27UOsYdb5D-expI
JQcom353,JQ Composey,Dimas Witjak,Burung Gereja,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/vfk2SlQ7bpo?si=a2f3LByS8kOBJWhR
JQcom354,JQ Composey,Dimas Witjak,Negeri Dalam Dongeng,Dimas Wicaksono,Pop,BIG Records,50,50,,2025,https://youtu.be/xVV6UlywAoE?si=XAtqr36WroCKmA4u
JQcom355,JQ Composey,Story Mother Day,SELALU BERSAMA,"Andri Rohim , Harry Zachary , Ronnie Gunawan",Alternative,BIG Records,16.66,50,,2024,https://youtu.be/1rLylIXeh18?si=AeknN0oJ4stIfiDV
JQcom356,JQ Composey,SAMARIA,TRAUMA,Yafet Ari Wijaya,Alternative,BIG Records,50,50,,2024,https://youtu.be/FdqYC9rKMJk?si=L6cXp3S0g_X4VSGC
JQcom357,JQ Composey,"R-Pro,Thursday Evening",Equilibria,Febrian Andriansyah,Pop,BIG Records,50,50,,2024,https://youtu.be/5ILZSHb7JTI?si=AixCoslkAJjLdMVi
JQcom358,JQ Composey,Fadhel Muzar,Maybe Baby,Fadhel Muzar Saktian,POP,BIG Records,50,50,,2024,https://youtu.be/Tn82vjNwCwI?si=x9R-9HSEFQza8iU8
JQcom359,JQ Composey,Fadhel Muzar,Unicorn,Fadhel Muzar Saktian,POP,BIG Records,50,50,,2025,https://youtu.be/1tOKAq81zMw?si=Mups8UyRIe5yJjFg
